,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,Artist,TrackName,t_id,popularity,Target
156,0.0075,https://api.spotify.com/v1/audio-analysis/75Lea2IPhiQFohiglj7RRj,0.46,123373,0.827,75Lea2IPhiQFohiglj7RRj,0.000432,6,0.213,-5.343,0,0.0347,140.201,4,https://api.spotify.com/v1/tracks/75Lea2IPhiQFohiglj7RRj,audio_features,spotify:track:75Lea2IPhiQFohiglj7RRj,0.548,The Breeders,Wait in the Car,75Lea2IPhiQFohiglj7RRj,26,0
157,0.0145,https://api.spotify.com/v1/audio-analysis/1I6pKIyaBp4OebTGLJpCCC,0.853,210053,0.871,1I6pKIyaBp4OebTGLJpCCC,6.84e-05,8,0.198,-3.715,1,0.0851,124.021,4,https://api.spotify.com/v1/tracks/1I6pKIyaBp4OebTGLJpCCC,audio_features,spotify:track:1I6pKIyaBp4OebTGLJpCCC,0.863,Bruno Mars,Perm,1I6pKIyaBp4OebTGLJpCCC,68,0
158,0.0642,https://api.spotify.com/v1/audio-analysis/6BaCraQ9xeLYg4Sb9TBT2X,0.893,223413,0.745,6BaCraQ9xeLYg4Sb9TBT2X,0.0,11,0.0943,-3.105,0,0.0571,101.018,4,https://api.spotify.com/v1/tracks/6BaCraQ9xeLYg4Sb9TBT2X,audio_features,spotify:track:6BaCraQ9xeLYg4Sb9TBT2X,0.872,Calvin Harris,Feels,6BaCraQ9xeLYg4Sb9TBT2X,69,0
159,0.472,https://api.spotify.com/v1/audio-analysis/6iemKVPzh5v3QMZNcteYGZ,0.7,272525,0.428,6iemKVPzh5v3QMZNcteYGZ,2.84e-05,2,0.107,-6.427,1,0.0921,134.913,4,https://api.spotify.com/v1/tracks/6iemKVPzh5v3QMZNcteYGZ,audio_features,spotify:track:6iemKVPzh5v3QMZNcteYGZ,0.405,Cashmere Cat,9 (After Coachella) (feat. MØ & SOPHIE),6iemKVPzh5v3QMZNcteYGZ,0,0
160,0.192,https://api.spotify.com/v1/audio-analysis/2Uvy6SkNqxvnH1W68dymxG,0.745,326933,0.359,2Uvy6SkNqxvnH1W68dymxG,0.00628,1,0.138,-10.429,1,0.112,160.123,4,https://api.spotify.com/v1/tracks/2Uvy6SkNqxvnH1W68dymxG,audio_features,spotify:track:2Uvy6SkNqxvnH1W68dymxG,0.55,Childish Gambino,Redbone,2Uvy6SkNqxvnH1W68dymxG,22,0
161,0.0673,https://api.spotify.com/v1/audio-analysis/0S8o4O5jbTdMFkImtulji3,0.46,250286,0.651,0S8o4O5jbTdMFkImtulji3,1.35e-06,11,0.167,-9.839,0,0.071,174.406,4,https://api.spotify.com/v1/tracks/0S8o4O5jbTdMFkImtulji3,audio_features,spotify:track:0S8o4O5jbTdMFkImtulji3,0.731,The Como Mamas,Out Of The Wilderness,0S8o4O5jbTdMFkImtulji3,11,0
162,0.033,https://api.spotify.com/v1/audio-analysis/60wyzkGuOlQOR95hOn5pGS,0.821,187098,0.825,60wyzkGuOlQOR95hOn5pGS,0.0801,2,0.136,-5.441,0,0.0443,127.096,4,https://api.spotify.com/v1/tracks/60wyzkGuOlQOR95hOn5pGS,audio_features,spotify:track:60wyzkGuOlQOR95hOn5pGS,0.943,Deerhoof,Con Sordino,60wyzkGuOlQOR95hOn5pGS,30,0
163,0.77,https://api.spotify.com/v1/audio-analysis/5IFMdq21ZNks9bfIRZYe7T,0.331,208215,0.335,5IFMdq21ZNks9bfIRZYe7T,0.00633,8,0.109,-10.276,1,0.0326,111.946,1,https://api.spotify.com/v1/tracks/5IFMdq21ZNks9bfIRZYe7T,audio_features,spotify:track:5IFMdq21ZNks9bfIRZYe7T,0.286,Dirty Projectors,Little Bubble - edit,5IFMdq21ZNks9bfIRZYe7T,25,0
164,0.443,https://api.spotify.com/v1/audio-analysis/41IcdEHjwDp65pVjOxODCf,0.542,270172,0.485,41IcdEHjwDp65pVjOxODCf,0.000738,0,0.4,-7.443,0,0.0361,112.435,4,https://api.spotify.com/v1/tracks/41IcdEHjwDp65pVjOxODCf,audio_features,spotify:track:41IcdEHjwDp65pVjOxODCf,0.345,Dirty Projectors,Keep Your Name,41IcdEHjwDp65pVjOxODCf,50,0
165,0.655,https://api.spotify.com/v1/audio-analysis/5zIEgj4yg3V1vzcpo4zMQu,0.528,289110,0.499,5zIEgj4yg3V1vzcpo4zMQu,0.0125,7,0.226,-9.752,0,0.0293,115.972,4,https://api.spotify.com/v1/tracks/5zIEgj4yg3V1vzcpo4zMQu,audio_features,spotify:track:5zIEgj4yg3V1vzcpo4zMQu,0.462,Emily Haines & The Soft Skeleton,Legend of the Wild Horse,5zIEgj4yg3V1vzcpo4zMQu,24,0
166,0.626,https://api.spotify.com/v1/audio-analysis/3mJxQehK3Uvtu8UOjwxz8k,0.455,294136,0.636,3mJxQehK3Uvtu8UOjwxz8k,0.000928,0,0.094,-7.92,1,0.0481,119.944,3,https://api.spotify.com/v1/tracks/3mJxQehK3Uvtu8UOjwxz8k,audio_features,spotify:track:3mJxQehK3Uvtu8UOjwxz8k,0.546,Emily Haines & The Soft Skeleton,American Dream,3mJxQehK3Uvtu8UOjwxz8k,30,0
167,0.00201,https://api.spotify.com/v1/audio-analysis/6xGjy6MYW39FbXhGwvgpaM,0.834,225447,0.501,6xGjy6MYW39FbXhGwvgpaM,1.45e-06,7,0.139,-7.498,0,0.0442,100.025,4,https://api.spotify.com/v1/tracks/6xGjy6MYW39FbXhGwvgpaM,audio_features,spotify:track:6xGjy6MYW39FbXhGwvgpaM,0.251,Fergie,Like It Ain't Nuttin',6xGjy6MYW39FbXhGwvgpaM,42,0
168,0.908,https://api.spotify.com/v1/audio-analysis/6Bi7qYCfUfnpl6rKK300ru,0.381,325552,0.168,6Bi7qYCfUfnpl6rKK300ru,0.662,2,0.156,-14.528,0,0.0332,172.953,4,https://api.spotify.com/v1/tracks/6Bi7qYCfUfnpl6rKK300ru,audio_features,spotify:track:6Bi7qYCfUfnpl6rKK300ru,0.166,Fink,Cold Feet,6Bi7qYCfUfnpl6rKK300ru,31,0
169,0.472,https://api.spotify.com/v1/audio-analysis/4W7f4EzaVPJfLvmYwls6l6,0.676,299305,0.54,4W7f4EzaVPJfLvmYwls6l6,0.79,0,0.0755,-10.028,1,0.0356,121.967,4,https://api.spotify.com/v1/tracks/4W7f4EzaVPJfLvmYwls6l6,audio_features,spotify:track:4W7f4EzaVPJfLvmYwls6l6,0.304,Four Tet,Scientists,4W7f4EzaVPJfLvmYwls6l6,50,0
170,0.15,https://api.spotify.com/v1/audio-analysis/0szSOfZVM3G5mWI1ogQjr7,0.507,262107,0.737,0szSOfZVM3G5mWI1ogQjr7,0.159,7,0.122,-6.332,1,0.0624,128.015,4,https://api.spotify.com/v1/tracks/0szSOfZVM3G5mWI1ogQjr7,audio_features,spotify:track:0szSOfZVM3G5mWI1ogQjr7,0.441,Grizzly Bear,Mourning Sound,0szSOfZVM3G5mWI1ogQjr7,57,0
171,0.368,https://api.spotify.com/v1/audio-analysis/6tHO3ngNRAR9GwJzLMtHoS,0.458,210651,0.494,6tHO3ngNRAR9GwJzLMtHoS,4.23e-05,5,0.177,-6.461,1,0.0306,115.142,3,https://api.spotify.com/v1/tracks/6tHO3ngNRAR9GwJzLMtHoS,audio_features,spotify:track:6tHO3ngNRAR9GwJzLMtHoS,0.182,Hamilton Leithauser,Heartstruck - Wild Hunger,6tHO3ngNRAR9GwJzLMtHoS,0,0
172,0.773,https://api.spotify.com/v1/audio-analysis/33gmcGu3aIx4CUVYnVKRLj,0.533,204173,0.346,33gmcGu3aIx4CUVYnVKRLj,0.0213,2,0.107,-10.601,1,0.0418,159.888,3,https://api.spotify.com/v1/tracks/33gmcGu3aIx4CUVYnVKRLj,audio_features,spotify:track:33gmcGu3aIx4CUVYnVKRLj,0.666,Iron & Wine,Thomas County Law,33gmcGu3aIx4CUVYnVKRLj,45,0
173,0.0166,https://api.spotify.com/v1/audio-analysis/0LQ6oClfOVNgTzleG2GbHe,0.617,222000,0.663,0LQ6oClfOVNgTzleG2GbHe,0.00039,7,0.119,-6.557,1,0.0439,114.979,4,https://api.spotify.com/v1/tracks/0LQ6oClfOVNgTzleG2GbHe,audio_features,spotify:track:0LQ6oClfOVNgTzleG2GbHe,0.297,Justice,Pleasure - Live,0LQ6oClfOVNgTzleG2GbHe,28,0
174,0.0356,https://api.spotify.com/v1/audio-analysis/2bS6H7TJvczEfDyOrqbdhe,0.792,388570,0.737,2bS6H7TJvczEfDyOrqbdhe,0.93,1,0.0804,-10.288,0,0.0513,122.977,4,https://api.spotify.com/v1/tracks/2bS6H7TJvczEfDyOrqbdhe,audio_features,spotify:track:2bS6H7TJvczEfDyOrqbdhe,0.492,Lindstrøm,Tensions,2bS6H7TJvczEfDyOrqbdhe,33,0
175,0.0026,https://api.spotify.com/v1/audio-analysis/0AMRJZhimNwbc2B4r3EqFn,0.62,221874,0.568,0AMRJZhimNwbc2B4r3EqFn,3.36e-05,1,0.128,-5.311,0,0.0532,104.244,4,https://api.spotify.com/v1/tracks/0AMRJZhimNwbc2B4r3EqFn,audio_features,spotify:track:0AMRJZhimNwbc2B4r3EqFn,0.495,Lorde,Perfect Places,0AMRJZhimNwbc2B4r3EqFn,3,0
176,0.793,https://api.spotify.com/v1/audio-analysis/11VbThVkXwgaj9DN8TeR80,0.533,350493,0.164,11VbThVkXwgaj9DN8TeR80,0.00065,7,0.354,-12.825,1,0.0319,111.566,4,https://api.spotify.com/v1/tracks/11VbThVkXwgaj9DN8TeR80,audio_features,spotify:track:11VbThVkXwgaj9DN8TeR80,0.206,Margo Price,All American Made,11VbThVkXwgaj9DN8TeR80,34,0
177,0.676,https://api.spotify.com/v1/audio-analysis/4RLr8yJXuhJ6ZrIQkZ4JlA,0.562,147533,0.187,4RLr8yJXuhJ6ZrIQkZ4JlA,0.00186,9,0.132,-18.183,0,0.0442,75.965,4,https://api.spotify.com/v1/tracks/4RLr8yJXuhJ6ZrIQkZ4JlA,audio_features,spotify:track:4RLr8yJXuhJ6ZrIQkZ4JlA,0.0913,Mount Eerie,Real Death,4RLr8yJXuhJ6ZrIQkZ4JlA,45,0
178,0.758,https://api.spotify.com/v1/audio-analysis/7DRVOwHIJLIlAFG1pWYXoS,0.658,280773,0.542,7DRVOwHIJLIlAFG1pWYXoS,0.586,9,0.0589,-10.883,1,0.0296,99.023,4,https://api.spotify.com/v1/tracks/7DRVOwHIJLIlAFG1pWYXoS,audio_features,spotify:track:7DRVOwHIJLIlAFG1pWYXoS,0.572,The National,Nobody Else Will Be There,7DRVOwHIJLIlAFG1pWYXoS,57,0
179,0.718,https://api.spotify.com/v1/audio-analysis/2dgauZuZyJj7KtNqJNg4nZ,0.647,263689,0.397,2dgauZuZyJj7KtNqJNg4nZ,0.0648,7,0.0974,-13.234,1,0.0816,179.868,4,https://api.spotify.com/v1/tracks/2dgauZuZyJj7KtNqJNg4nZ,audio_features,spotify:track:2dgauZuZyJj7KtNqJNg4nZ,0.179,Nicola Cruz,Folha de Jurema,2dgauZuZyJj7KtNqJNg4nZ,1,0
180,0.102,https://api.spotify.com/v1/audio-analysis/57o7wITu3TbMByDmOSZthh,0.578,225360,0.717,57o7wITu3TbMByDmOSZthh,0.725,5,0.43,-4.689,0,0.0291,84.977,4,https://api.spotify.com/v1/tracks/57o7wITu3TbMByDmOSZthh,audio_features,spotify:track:57o7wITu3TbMByDmOSZthh,0.361,Nick Hakim,Bet She Looks Like You,57o7wITu3TbMByDmOSZthh,45,0
181,0.0378,https://api.spotify.com/v1/audio-analysis/23Io6otFAPFd1SaE15k4RL,0.669,264833,0.931,23Io6otFAPFd1SaE15k4RL,0.00132,5,0.111,-6.739,0,0.0569,120.006,4,https://api.spotify.com/v1/tracks/23Io6otFAPFd1SaE15k4RL,audio_features,spotify:track:23Io6otFAPFd1SaE15k4RL,0.0368,Obongjayar,Endless,23Io6otFAPFd1SaE15k4RL,29,0
182,0.92,https://api.spotify.com/v1/audio-analysis/3nKeg1BIuo6zBSKMQOhIxi,0.247,106213,0.216,3nKeg1BIuo6zBSKMQOhIxi,0.0,10,0.125,-11.243,1,0.0387,69.224,1,https://api.spotify.com/v1/tracks/3nKeg1BIuo6zBSKMQOhIxi,audio_features,spotify:track:3nKeg1BIuo6zBSKMQOhIxi,0.145,Overcoats,Father,3nKeg1BIuo6zBSKMQOhIxi,0,0
183,0.905,https://api.spotify.com/v1/audio-analysis/3n06hJOR6ihtzksKd29GQL,0.76,207753,0.134,3n06hJOR6ihtzksKd29GQL,1.36e-06,9,0.147,-14.703,1,0.0369,112.176,4,https://api.spotify.com/v1/tracks/3n06hJOR6ihtzksKd29GQL,audio_features,spotify:track:3n06hJOR6ihtzksKd29GQL,0.333,PJ Harvey,I'll Be Waiting,3n06hJOR6ihtzksKd29GQL,0,0
184,0.197,https://api.spotify.com/v1/audio-analysis/3hWlzhVc2DK3fsFxE5zGXL,0.738,269053,0.745,3hWlzhVc2DK3fsFxE5zGXL,1.08e-05,0,0.183,-8.97,1,0.0515,94.017,4,https://api.spotify.com/v1/tracks/3hWlzhVc2DK3fsFxE5zGXL,audio_features,spotify:track:3hWlzhVc2DK3fsFxE5zGXL,0.81,Quantic,Ojos Vicheros,3hWlzhVc2DK3fsFxE5zGXL,29,0
185,0.895,https://api.spotify.com/v1/audio-analysis/2Qe3W00pUFN1pIUqqBy0FJ,0.773,224213,0.406,2Qe3W00pUFN1pIUqqBy0FJ,0.343,1,0.12,-10.241,1,0.105,104.047,4,https://api.spotify.com/v1/tracks/2Qe3W00pUFN1pIUqqBy0FJ,audio_features,spotify:track:2Qe3W00pUFN1pIUqqBy0FJ,0.384,Rhye,Taste,2Qe3W00pUFN1pIUqqBy0FJ,6,0
186,0.165,https://api.spotify.com/v1/audio-analysis/5RVYSXMlcrfIslgK26CjpG,0.929,299667,0.331,5RVYSXMlcrfIslgK26CjpG,0.414,4,0.17,-13.078,0,0.191,135.055,3,https://api.spotify.com/v1/tracks/5RVYSXMlcrfIslgK26CjpG,audio_features,spotify:track:5RVYSXMlcrfIslgK26CjpG,0.65,Rodrigo Gallardo,Agua de La Tierra,5RVYSXMlcrfIslgK26CjpG,35,0
187,0.661,https://api.spotify.com/v1/audio-analysis/4r1skiAhXYIcgDpjf0bGfx,0.633,339926,0.204,4r1skiAhXYIcgDpjf0bGfx,0.882,3,0.0911,-11.141,0,0.0339,119.911,4,https://api.spotify.com/v1/tracks/4r1skiAhXYIcgDpjf0bGfx,audio_features,spotify:track:4r1skiAhXYIcgDpjf0bGfx,0.204,Romare,Honey,4r1skiAhXYIcgDpjf0bGfx,31,0
188,0.668,https://api.spotify.com/v1/audio-analysis/2WnRl1hreOP8NXSJxY2kLF,0.633,247372,0.699,2WnRl1hreOP8NXSJxY2kLF,0.0,8,0.208,-9.233,1,0.481,91.745,4,https://api.spotify.com/v1/tracks/2WnRl1hreOP8NXSJxY2kLF,audio_features,spotify:track:2WnRl1hreOP8NXSJxY2kLF,0.535,Sampa the Great,Rhymes To The East,2WnRl1hreOP8NXSJxY2kLF,32,0
189,0.0319,https://api.spotify.com/v1/audio-analysis/53pod0EB3M64m8lMxfxmCr,0.422,302235,0.548,53pod0EB3M64m8lMxfxmCr,0.0623,2,0.0989,-7.938,1,0.126,155.97,4,https://api.spotify.com/v1/tracks/53pod0EB3M64m8lMxfxmCr,audio_features,spotify:track:53pod0EB3M64m8lMxfxmCr,0.202,Son Lux,Dream State,53pod0EB3M64m8lMxfxmCr,0,0
190,0.91,https://api.spotify.com/v1/audio-analysis/3UzZHtA8n2yaHNKDktP0lG,0.225,257707,0.273,3UzZHtA8n2yaHNKDktP0lG,0.00146,7,0.14,-8.993,0,0.0332,81.546,3,https://api.spotify.com/v1/tracks/3UzZHtA8n2yaHNKDktP0lG,audio_features,spotify:track:3UzZHtA8n2yaHNKDktP0lG,0.192,Susanne Sundfør,Undercover,3UzZHtA8n2yaHNKDktP0lG,45,0
191,0.0259,https://api.spotify.com/v1/audio-analysis/429n3SCqWbzKQw25E66AGo,0.529,149965,0.827,429n3SCqWbzKQw25E66AGo,0.0,2,0.829,-4.649,1,0.32,92.193,4,https://api.spotify.com/v1/tracks/429n3SCqWbzKQw25E66AGo,audio_features,spotify:track:429n3SCqWbzKQw25E66AGo,0.506,Swet Shop Boys,Anthem,429n3SCqWbzKQw25E66AGo,23,0
192,0.0494,https://api.spotify.com/v1/audio-analysis/1XEvp87jyYo3ynqHSMmEbc,0.625,266650,0.694,1XEvp87jyYo3ynqHSMmEbc,0.000264,1,0.473,-4.785,0,0.314,135.01,4,https://api.spotify.com/v1/tracks/1XEvp87jyYo3ynqHSMmEbc,audio_features,spotify:track:1XEvp87jyYo3ynqHSMmEbc,0.546,Tank and The Bangas,Quick,1XEvp87jyYo3ynqHSMmEbc,41,0
193,0.494,https://api.spotify.com/v1/audio-analysis/5UCsGZSezdlGA1bY3QMgXG,0.277,246013,0.313,5UCsGZSezdlGA1bY3QMgXG,0.00027,9,0.106,-9.413,0,0.0383,84.975,1,https://api.spotify.com/v1/tracks/5UCsGZSezdlGA1bY3QMgXG,audio_features,spotify:track:5UCsGZSezdlGA1bY3QMgXG,0.0582,The xx,Performance,5UCsGZSezdlGA1bY3QMgXG,46,0
194,0.117,https://api.spotify.com/v1/audio-analysis/7kwcPJoMWfT9SQqA42nzO2,0.749,261187,0.46,7kwcPJoMWfT9SQqA42nzO2,0.00237,4,0.106,-7.641,0,0.0372,91.99,3,https://api.spotify.com/v1/tracks/7kwcPJoMWfT9SQqA42nzO2,audio_features,spotify:track:7kwcPJoMWfT9SQqA42nzO2,0.43,Timber Timbre,Grifting,7kwcPJoMWfT9SQqA42nzO2,0,0
195,0.0539,https://api.spotify.com/v1/audio-analysis/430qNtapCS3Ue1yoSql1oV,0.549,206267,0.725,430qNtapCS3Ue1yoSql1oV,3.52e-05,1,0.148,-7.239,1,0.397,108.822,4,https://api.spotify.com/v1/tracks/430qNtapCS3Ue1yoSql1oV,audio_features,spotify:track:430qNtapCS3Ue1yoSql1oV,0.547,"Tyler, The Creator",I Ain't Got Time!,430qNtapCS3Ue1yoSql1oV,63,0
196,0.354,https://api.spotify.com/v1/audio-analysis/4XDpeWqPADoWRKcUY3dC84,0.547,225347,0.759,4XDpeWqPADoWRKcUY3dC84,2.15e-05,1,0.676,-7.039,0,0.413,91.85,4,https://api.spotify.com/v1/tracks/4XDpeWqPADoWRKcUY3dC84,audio_features,spotify:track:4XDpeWqPADoWRKcUY3dC84,0.575,"Tyler, The Creator",November,4XDpeWqPADoWRKcUY3dC84,62,0
197,0.636,https://api.spotify.com/v1/audio-analysis/0St39v3BC3v7FKtajwid3g,0.542,236467,0.23,0St39v3BC3v7FKtajwid3g,0.00476,7,0.149,-9.976,1,0.0322,129.374,4,https://api.spotify.com/v1/tracks/0St39v3BC3v7FKtajwid3g,audio_features,spotify:track:0St39v3BC3v7FKtajwid3g,0.0914,Valerie June,Long Lonely Road,0St39v3BC3v7FKtajwid3g,1,0
198,0.00251,https://api.spotify.com/v1/audio-analysis/0ddjd0xxxQuz0ehAcd3sOu,0.546,178507,0.558,0ddjd0xxxQuz0ehAcd3sOu,0.157,11,0.195,-6.958,1,0.0833,114.812,4,https://api.spotify.com/v1/tracks/0ddjd0xxxQuz0ehAcd3sOu,audio_features,spotify:track:0ddjd0xxxQuz0ehAcd3sOu,0.0879,Vince Staples,Party People,0ddjd0xxxQuz0ehAcd3sOu,1,0
199,0.532,https://api.spotify.com/v1/audio-analysis/6XQ5riFbZtTFKaAK4xyvRz,0.714,166265,0.801,6XQ5riFbZtTFKaAK4xyvRz,0.0,6,0.123,-6.916,1,0.318,95.042,4,https://api.spotify.com/v1/tracks/6XQ5riFbZtTFKaAK4xyvRz,audio_features,spotify:track:6XQ5riFbZtTFKaAK4xyvRz,0.783,Vulture St Tape Gang,1st Wurld Problems Solved,6XQ5riFbZtTFKaAK4xyvRz,7,0
200,0.941,https://api.spotify.com/v1/audio-analysis/2OdyZzyHcqT6Sa2Y48gXoh,0.326,261830,0.114,2OdyZzyHcqT6Sa2Y48gXoh,0.000216,8,0.111,-12.936,1,0.0409,72.656,3,https://api.spotify.com/v1/tracks/2OdyZzyHcqT6Sa2Y48gXoh,audio_features,spotify:track:2OdyZzyHcqT6Sa2Y48gXoh,0.16,Einav Jackson Cohen,Elegya,2OdyZzyHcqT6Sa2Y48gXoh,2,0
201,0.535,https://api.spotify.com/v1/audio-analysis/2jZsuy8y48iKwcXO8M0FRK,0.563,298752,0.626,2jZsuy8y48iKwcXO8M0FRK,0.0236,11,0.0945,-8.834,0,0.0264,101.002,4,https://api.spotify.com/v1/tracks/2jZsuy8y48iKwcXO8M0FRK,audio_features,spotify:track:2jZsuy8y48iKwcXO8M0FRK,0.496,Ehud Banai,הסירנה,2jZsuy8y48iKwcXO8M0FRK,17,0
202,0.781,https://api.spotify.com/v1/audio-analysis/2PpTUW96jjJYr8ib8RUnUu,0.69,176440,0.689,2PpTUW96jjJYr8ib8RUnUu,3.9e-06,1,0.084,-7.37,1,0.0719,95.019,4,https://api.spotify.com/v1/tracks/2PpTUW96jjJYr8ib8RUnUu,audio_features,spotify:track:2PpTUW96jjJYr8ib8RUnUu,0.584,Tuna,י'א 2,2PpTUW96jjJYr8ib8RUnUu,40,0
203,0.953,https://api.spotify.com/v1/audio-analysis/32dOc3X1T5Xx97na4yr3gC,0.511,190267,0.246,32dOc3X1T5Xx97na4yr3gC,0.00133,10,0.111,-12.46,1,0.0555,129.063,3,https://api.spotify.com/v1/tracks/32dOc3X1T5Xx97na4yr3gC,audio_features,spotify:track:32dOc3X1T5Xx97na4yr3gC,0.182,Talya Eliav,Mon Enfance,32dOc3X1T5Xx97na4yr3gC,3,0
204,0.189,https://api.spotify.com/v1/audio-analysis/2moEbTjeB0dd7kHcdLITue,0.382,300619,0.57,2moEbTjeB0dd7kHcdLITue,0.0635,5,0.156,-6.988,1,0.0282,138.069,4,https://api.spotify.com/v1/tracks/2moEbTjeB0dd7kHcdLITue,audio_features,spotify:track:2moEbTjeB0dd7kHcdLITue,0.377,Yehu Yaron,Raal,2moEbTjeB0dd7kHcdLITue,8,0
205,0.687,https://api.spotify.com/v1/audio-analysis/41uJDl2gAv8KUFWSOL7oDt,0.382,186953,0.267,41uJDl2gAv8KUFWSOL7oDt,0.00037,0,0.0674,-10.086,1,0.0333,107.991,4,https://api.spotify.com/v1/tracks/41uJDl2gAv8KUFWSOL7oDt,audio_features,spotify:track:41uJDl2gAv8KUFWSOL7oDt,0.155,Yael Eisenberg,PAIN LINE,41uJDl2gAv8KUFWSOL7oDt,4,0
206,0.274,https://api.spotify.com/v1/audio-analysis/42Jb5SPs9byHcoegAfByb2,0.635,257853,0.547,42Jb5SPs9byHcoegAfByb2,1.09e-05,10,0.465,-12.394,0,0.118,96.949,4,https://api.spotify.com/v1/tracks/42Jb5SPs9byHcoegAfByb2,audio_features,spotify:track:42Jb5SPs9byHcoegAfByb2,0.474,Nechi Nech,Egel Ha Zahav,42Jb5SPs9byHcoegAfByb2,0,0
207,0.0631,https://api.spotify.com/v1/audio-analysis/6AI0nma2JPVmx6t91MStJr,0.7,189276,0.82,6AI0nma2JPVmx6t91MStJr,1.69e-06,9,0.133,-3.103,1,0.367,130.028,4,https://api.spotify.com/v1/tracks/6AI0nma2JPVmx6t91MStJr,audio_features,spotify:track:6AI0nma2JPVmx6t91MStJr,0.725,Static & Ben El,Tudo Bom,6AI0nma2JPVmx6t91MStJr,16,0
208,0.441,https://api.spotify.com/v1/audio-analysis/6KwdEJoY0inCaWSwmeRRns,0.589,211227,0.782,6KwdEJoY0inCaWSwmeRRns,0.00473,10,0.125,-7.872,1,0.085,152.918,3,https://api.spotify.com/v1/tracks/6KwdEJoY0inCaWSwmeRRns,audio_features,spotify:track:6KwdEJoY0inCaWSwmeRRns,0.799,Flora,Shir leshipur hamazav roach,6KwdEJoY0inCaWSwmeRRns,3,0
209,0.383,https://api.spotify.com/v1/audio-analysis/6O34D0Vn9CkuW1yzHRMKYK,0.836,186200,0.682,6O34D0Vn9CkuW1yzHRMKYK,3e-06,1,0.173,-6.256,1,0.169,118.044,4,https://api.spotify.com/v1/tracks/6O34D0Vn9CkuW1yzHRMKYK,audio_features,spotify:track:6O34D0Vn9CkuW1yzHRMKYK,0.706,Duckwrth,MICHUUL.,6O34D0Vn9CkuW1yzHRMKYK,3,0
210,0.0162,https://api.spotify.com/v1/audio-analysis/7rWiafs8evbNtQQrTNE71e,0.57,278093,0.873,7rWiafs8evbNtQQrTNE71e,0.0231,7,0.0543,-5.516,1,0.101,97.816,4,https://api.spotify.com/v1/tracks/7rWiafs8evbNtQQrTNE71e,audio_features,spotify:track:7rWiafs8evbNtQQrTNE71e,0.353,LION BABE,Hit the Ceiling,7rWiafs8evbNtQQrTNE71e,51,0
211,0.222,https://api.spotify.com/v1/audio-analysis/0Xut3729ypvW1lpZy0MWt9,0.711,177320,0.683,0Xut3729ypvW1lpZy0MWt9,0.0,2,0.108,-7.731,1,0.11,152.024,4,https://api.spotify.com/v1/tracks/0Xut3729ypvW1lpZy0MWt9,audio_features,spotify:track:0Xut3729ypvW1lpZy0MWt9,0.503,Joey Purp,Photobooth,0Xut3729ypvW1lpZy0MWt9,39,0
212,0.0464,https://api.spotify.com/v1/audio-analysis/4nuP7SIS91ldX5bvrFx1l7,0.757,160507,0.815,4nuP7SIS91ldX5bvrFx1l7,0.000234,1,0.0995,-4.579,1,0.0786,81.991,4,https://api.spotify.com/v1/tracks/4nuP7SIS91ldX5bvrFx1l7,audio_features,spotify:track:4nuP7SIS91ldX5bvrFx1l7,0.933,Vince Staples,BagBak,4nuP7SIS91ldX5bvrFx1l7,4,0
213,0.000633,https://api.spotify.com/v1/audio-analysis/2HoDr1yVksl19omOhc1zWy,0.725,214067,0.737,2HoDr1yVksl19omOhc1zWy,0.00417,4,0.109,-7.453,1,0.324,77.161,4,https://api.spotify.com/v1/tracks/2HoDr1yVksl19omOhc1zWy,audio_features,spotify:track:2HoDr1yVksl19omOhc1zWy,0.219,Dead Prez,Hip Hop,2HoDr1yVksl19omOhc1zWy,61,0
214,0.0201,https://api.spotify.com/v1/audio-analysis/7B1JNkGEVcOcj8iioOxnSA,0.883,163253,0.834,7B1JNkGEVcOcj8iioOxnSA,0.000647,0,0.36,-5.499,0,0.132,99.988,4,https://api.spotify.com/v1/tracks/7B1JNkGEVcOcj8iioOxnSA,audio_features,spotify:track:7B1JNkGEVcOcj8iioOxnSA,0.423,Leikeli47,Miss Me,7B1JNkGEVcOcj8iioOxnSA,42,0
215,0.0588,https://api.spotify.com/v1/audio-analysis/1UjyF6okUHhnVxaLV8ojsA,0.729,253520,0.799,1UjyF6okUHhnVxaLV8ojsA,0.00218,11,0.0948,-7.378,0,0.0779,115.04,4,https://api.spotify.com/v1/tracks/1UjyF6okUHhnVxaLV8ojsA,audio_features,spotify:track:1UjyF6okUHhnVxaLV8ojsA,0.532,Anderson .Paak,Am I Wrong,1UjyF6okUHhnVxaLV8ojsA,62,0
216,0.158,https://api.spotify.com/v1/audio-analysis/31WIkt099num18R8nsQhZv,0.784,167488,0.802,31WIkt099num18R8nsQhZv,0.00882,8,0.108,-7.572,1,0.315,92.978,4,https://api.spotify.com/v1/tracks/31WIkt099num18R8nsQhZv,audio_features,spotify:track:31WIkt099num18R8nsQhZv,0.503,Le1f,Wut,31WIkt099num18R8nsQhZv,42,0
