,acousticness,analysis_url,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,track_href,type,uri,valence,Artist,TrackName,t_id,popularity,Target
329,0.815,https://api.spotify.com/v1/audio-analysis/0CbTZTXrJ5FOWEADxEh8Qk,0.526,328013,0.437,0CbTZTXrJ5FOWEADxEh8Qk,0.00169,5,0.0969,-11.761,1,0.0343,114.03,4,https://api.spotify.com/v1/tracks/0CbTZTXrJ5FOWEADxEh8Qk,audio_features,spotify:track:0CbTZTXrJ5FOWEADxEh8Qk,0.358,Sufjan Stevens,Vesuvius,0CbTZTXrJ5FOWEADxEh8Qk,43,0
330,0.583,https://api.spotify.com/v1/audio-analysis/5PUNnvtBTJOflLMN0UkfIp,0.254,198560,0.478,5PUNnvtBTJOflLMN0UkfIp,0.0,7,0.103,-7.072,0,0.03,159.65,5,https://api.spotify.com/v1/tracks/5PUNnvtBTJOflLMN0UkfIp,audio_features,spotify:track:5PUNnvtBTJOflLMN0UkfIp,0.732,Shalom Gad,עמוק באוויר,5PUNnvtBTJOflLMN0UkfIp,1,0
331,0.00135,https://api.spotify.com/v1/audio-analysis/4M4pvnVwdpQnd7wPIQI3h4,0.543,156587,0.696,4M4pvnVwdpQnd7wPIQI3h4,0.0228,1,0.331,-8.253,1,0.138,81.269,4,https://api.spotify.com/v1/tracks/4M4pvnVwdpQnd7wPIQI3h4,audio_features,spotify:track:4M4pvnVwdpQnd7wPIQI3h4,0.167,Gonjasufi,Ancestors,4M4pvnVwdpQnd7wPIQI3h4,26,0
332,0.431,https://api.spotify.com/v1/audio-analysis/3ozIdX70MSQCWalk9WdW5M,0.66,224440,0.468,3ozIdX70MSQCWalk9WdW5M,0.281,6,0.114,-9.242,0,0.0296,124.492,4,https://api.spotify.com/v1/tracks/3ozIdX70MSQCWalk9WdW5M,audio_features,spotify:track:3ozIdX70MSQCWalk9WdW5M,0.339,Laura Veirs,July Flame,3ozIdX70MSQCWalk9WdW5M,38,0
333,0.0135,https://api.spotify.com/v1/audio-analysis/4iRf6daikCpjbmscGxwBV7,0.575,166640,0.958,4iRf6daikCpjbmscGxwBV7,0.895,11,0.282,-4.806,0,0.0995,82.994,4,https://api.spotify.com/v1/tracks/4iRf6daikCpjbmscGxwBV7,audio_features,spotify:track:4iRf6daikCpjbmscGxwBV7,0.923,Flying Lotus,Dance Of The Pseudo Nymph,4iRf6daikCpjbmscGxwBV7,30,0
334,0.279,https://api.spotify.com/v1/audio-analysis/6C7olcu07BgHS6r8QVzP8e,0.354,336133,0.547,6C7olcu07BgHS6r8QVzP8e,3.72e-06,2,0.111,-6.749,0,0.0325,148.789,4,https://api.spotify.com/v1/tracks/6C7olcu07BgHS6r8QVzP8e,audio_features,spotify:track:6C7olcu07BgHS6r8QVzP8e,0.179,Rona Kenan,בס בבלון,6C7olcu07BgHS6r8QVzP8e,11,0
335,0.409,https://api.spotify.com/v1/audio-analysis/5E0zmXN9E5gJREtMadj0rd,0.688,202427,0.816,5E0zmXN9E5gJREtMadj0rd,0.00311,10,0.338,-8.494,0,0.259,155.936,4,https://api.spotify.com/v1/tracks/5E0zmXN9E5gJREtMadj0rd,audio_features,spotify:track:5E0zmXN9E5gJREtMadj0rd,0.743,The Books,A Cold Freezin' Night,5E0zmXN9E5gJREtMadj0rd,30,0
336,0.0161,https://api.spotify.com/v1/audio-analysis/5Te7AHL5oAW2S8GDsdv1vA,0.776,340787,0.362,5Te7AHL5oAW2S8GDsdv1vA,0.05,8,0.119,-6.793,1,0.065,118.965,4,https://api.spotify.com/v1/tracks/5Te7AHL5oAW2S8GDsdv1vA,audio_features,spotify:track:5Te7AHL5oAW2S8GDsdv1vA,0.339,The Chemical Brothers,Another World,5Te7AHL5oAW2S8GDsdv1vA,46,0
337,0.082,https://api.spotify.com/v1/audio-analysis/1phm6Q2x0UOJOERz46Lltn,0.612,143640,0.937,1phm6Q2x0UOJOERz46Lltn,1.28e-05,1,0.0679,-1.957,1,0.239,171.587,4,https://api.spotify.com/v1/tracks/1phm6Q2x0UOJOERz46Lltn,audio_features,spotify:track:1phm6Q2x0UOJOERz46Lltn,0.497,The Roots,Doin' It Again,1phm6Q2x0UOJOERz46Lltn,0,0
338,0.00142,https://api.spotify.com/v1/audio-analysis/2I3CLotxmAz4SgJDU9yFjl,0.459,211040,0.708,2I3CLotxmAz4SgJDU9yFjl,4.44e-06,6,0.485,-6.167,0,0.0681,108.952,4,https://api.spotify.com/v1/tracks/2I3CLotxmAz4SgJDU9yFjl,audio_features,spotify:track:2I3CLotxmAz4SgJDU9yFjl,0.583,The Black Keys,Tighten Up,2I3CLotxmAz4SgJDU9yFjl,56,0
339,0.365,https://api.spotify.com/v1/audio-analysis/2ARB3fKvRkMGhAtZuTnE5J,0.438,317427,0.806,2ARB3fKvRkMGhAtZuTnE5J,0.0551,5,0.237,-5.717,1,0.0395,96.156,3,https://api.spotify.com/v1/tracks/2ARB3fKvRkMGhAtZuTnE5J,audio_features,spotify:track:2ARB3fKvRkMGhAtZuTnE5J,0.489,The Morning Benders,Excuses,2ARB3fKvRkMGhAtZuTnE5J,48,0
340,0.0567,https://api.spotify.com/v1/audio-analysis/4NpqzZfiqjEWBPQ3mx37IJ,0.523,176427,0.891,4NpqzZfiqjEWBPQ3mx37IJ,0.0987,5,0.319,-4.206,1,0.128,125.977,4,https://api.spotify.com/v1/tracks/4NpqzZfiqjEWBPQ3mx37IJ,audio_features,spotify:track:4NpqzZfiqjEWBPQ3mx37IJ,0.661,Sleigh Bells,Tell 'Em,4NpqzZfiqjEWBPQ3mx37IJ,0,0
341,0.0193,https://api.spotify.com/v1/audio-analysis/2RUFzxyUlI36KKy9Agkqze,0.539,292093,0.907,2RUFzxyUlI36KKy9Agkqze,0.0,0,0.825,-4.757,0,0.13,154.0,4,https://api.spotify.com/v1/tracks/2RUFzxyUlI36KKy9Agkqze,audio_features,spotify:track:2RUFzxyUlI36KKy9Agkqze,0.553,Kanye West,POWER,2RUFzxyUlI36KKy9Agkqze,17,0
342,0.0129,https://api.spotify.com/v1/audio-analysis/18eSEbGRaFPw6hkLJvpKmS,0.264,395533,0.76,18eSEbGRaFPw6hkLJvpKmS,0.175,11,0.0658,-5.277,0,0.0586,122.99,4,https://api.spotify.com/v1/tracks/18eSEbGRaFPw6hkLJvpKmS,audio_features,spotify:track:18eSEbGRaFPw6hkLJvpKmS,0.122,Quasi,Bye Bye Blackbird,18eSEbGRaFPw6hkLJvpKmS,4,0
343,0.0803,https://api.spotify.com/v1/audio-analysis/1sme1XYO9GS7AcZhQDEukP,0.762,264093,0.576,1sme1XYO9GS7AcZhQDEukP,0.761,11,0.0649,-4.791,0,0.0516,116.45,4,https://api.spotify.com/v1/tracks/1sme1XYO9GS7AcZhQDEukP,audio_features,spotify:track:1sme1XYO9GS7AcZhQDEukP,0.879,Polar Bear,Peepers,1sme1XYO9GS7AcZhQDEukP,32,0
344,0.0957,https://api.spotify.com/v1/audio-analysis/3hyWCFA21PJICSs9zcqCqU,0.593,300000,0.675,3hyWCFA21PJICSs9zcqCqU,4.22e-06,0,0.0763,-6.433,1,0.0437,120.004,4,https://api.spotify.com/v1/tracks/3hyWCFA21PJICSs9zcqCqU,audio_features,spotify:track:3hyWCFA21PJICSs9zcqCqU,0.156,Menomena,TAOS,3hyWCFA21PJICSs9zcqCqU,23,0
345,0.495,https://api.spotify.com/v1/audio-analysis/1r9mGafUiSgumJoRqyLrSt,0.72,316627,0.358,1r9mGafUiSgumJoRqyLrSt,0.0354,0,0.186,-9.776,0,0.0351,100.044,4,https://api.spotify.com/v1/tracks/1r9mGafUiSgumJoRqyLrSt,audio_features,spotify:track:1r9mGafUiSgumJoRqyLrSt,0.59,Massive Attack,Splitting The Atom,1r9mGafUiSgumJoRqyLrSt,48,0
346,0.336,https://api.spotify.com/v1/audio-analysis/4EStE3fDM6vGbIuF9lI3vT,0.567,291373,0.573,4EStE3fDM6vGbIuF9lI3vT,0.145,2,0.0838,-9.572,0,0.0497,124.958,4,https://api.spotify.com/v1/tracks/4EStE3fDM6vGbIuF9lI3vT,audio_features,spotify:track:4EStE3fDM6vGbIuF9lI3vT,0.458,Local Natives,Sun Hands,4EStE3fDM6vGbIuF9lI3vT,25,0
347,0.0433,https://api.spotify.com/v1/audio-analysis/2H6OsqxZpQgenQGpCpogNS,0.558,289107,0.875,2H6OsqxZpQgenQGpCpogNS,0.914,0,0.0818,-4.868,1,0.0346,105.729,4,https://api.spotify.com/v1/tracks/2H6OsqxZpQgenQGpCpogNS,audio_features,spotify:track:2H6OsqxZpQgenQGpCpogNS,0.407,Holy Fuck,Latin America,2H6OsqxZpQgenQGpCpogNS,15,0
348,0.194,https://api.spotify.com/v1/audio-analysis/5V6X2qYMrQEpROq7GBqYAY,0.456,268467,0.542,5V6X2qYMrQEpROq7GBqYAY,0.123,4,0.114,-7.089,1,0.0303,156.014,4,https://api.spotify.com/v1/tracks/5V6X2qYMrQEpROq7GBqYAY,audio_features,spotify:track:5V6X2qYMrQEpROq7GBqYAY,0.595,Karolina,אל תלך כל כך רחוק,5V6X2qYMrQEpROq7GBqYAY,8,0
349,0.054,https://api.spotify.com/v1/audio-analysis/73XCwZYS9s8BT5CTCdG0AD,0.222,264573,0.369,73XCwZYS9s8BT5CTCdG0AD,0.51,2,0.115,-10.117,1,0.0321,87.252,3,https://api.spotify.com/v1/tracks/73XCwZYS9s8BT5CTCdG0AD,audio_features,spotify:track:73XCwZYS9s8BT5CTCdG0AD,0.038,Neil Young,Walk With Me,73XCwZYS9s8BT5CTCdG0AD,21,0
350,0.0676,https://api.spotify.com/v1/audio-analysis/60icRH9XJqwT35hs3koJwB,0.651,252307,0.659,60icRH9XJqwT35hs3koJwB,0.159,1,0.304,-9.45,0,0.0371,143.986,4,https://api.spotify.com/v1/tracks/60icRH9XJqwT35hs3koJwB,audio_features,spotify:track:60icRH9XJqwT35hs3koJwB,0.42,Librarians,So What?,60icRH9XJqwT35hs3koJwB,4,0
351,0.216,https://api.spotify.com/v1/audio-analysis/0xsCyl4bsGvNdRSV9a2I6a,0.561,323293,0.359,0xsCyl4bsGvNdRSV9a2I6a,0.00538,1,0.19,-9.204,1,0.0564,116.935,4,https://api.spotify.com/v1/tracks/0xsCyl4bsGvNdRSV9a2I6a,audio_features,spotify:track:0xsCyl4bsGvNdRSV9a2I6a,0.174,Lia Ices,Love is Won,0xsCyl4bsGvNdRSV9a2I6a,34,0
352,0.0565,https://api.spotify.com/v1/audio-analysis/3jZ0GKAZiDMya0dZPrw8zq,0.318,404413,0.918,3jZ0GKAZiDMya0dZPrw8zq,0.293,2,0.659,-6.288,1,0.0373,120.567,4,https://api.spotify.com/v1/tracks/3jZ0GKAZiDMya0dZPrw8zq,audio_features,spotify:track:3jZ0GKAZiDMya0dZPrw8zq,0.6,Deerhunter,Desire Lines,3jZ0GKAZiDMya0dZPrw8zq,56,0
353,0.0157,https://api.spotify.com/v1/audio-analysis/28N6GiBhcHi8kNdLgynOUE,0.832,215133,0.518,28N6GiBhcHi8kNdLgynOUE,0.163,7,0.403,-6.988,1,0.11,95.022,4,https://api.spotify.com/v1/tracks/28N6GiBhcHi8kNdLgynOUE,audio_features,spotify:track:28N6GiBhcHi8kNdLgynOUE,0.326,Baths,Lovely Bloodflow,28N6GiBhcHi8kNdLgynOUE,38,0
354,0.0932,https://api.spotify.com/v1/audio-analysis/2s8fYTEudibM8sNOZzTQxR,0.687,230750,0.533,2s8fYTEudibM8sNOZzTQxR,0.0,0,0.343,-9.06,0,0.19,81.366,4,https://api.spotify.com/v1/tracks/2s8fYTEudibM8sNOZzTQxR,audio_features,spotify:track:2s8fYTEudibM8sNOZzTQxR,0.196,The Roots,Dear God 2.0,2s8fYTEudibM8sNOZzTQxR,0,0
355,0.894,https://api.spotify.com/v1/audio-analysis/3VSW7iXXxXMPBULAXLhEGc,0.52,173267,0.35,3VSW7iXXxXMPBULAXLhEGc,0.000778,9,0.0895,-10.713,0,0.052,79.647,4,https://api.spotify.com/v1/tracks/3VSW7iXXxXMPBULAXLhEGc,audio_features,spotify:track:3VSW7iXXxXMPBULAXLhEGc,0.39,Johnny Cash,Ain't No Grave,3VSW7iXXxXMPBULAXLhEGc,7,0
356,0.2,https://api.spotify.com/v1/audio-analysis/0fBxFKIkrGluaRCIOLvWNR,0.923,147747,0.671,0fBxFKIkrGluaRCIOLvWNR,0.0,5,0.0885,-7.33,0,0.272,120.188,4,https://api.spotify.com/v1/tracks/0fBxFKIkrGluaRCIOLvWNR,audio_features,spotify:track:0fBxFKIkrGluaRCIOLvWNR,0.884,"Nas & Damian ""Jr. Gong"" Marley",As We Enter,0fBxFKIkrGluaRCIOLvWNR,31,0
357,0.0022,https://api.spotify.com/v1/audio-analysis/2mKQITVl1IEyfV8EgHjf9J,0.411,226973,0.892,2mKQITVl1IEyfV8EgHjf9J,0.0348,11,0.232,-6.6,0,0.227,103.533,3,https://api.spotify.com/v1/tracks/2mKQITVl1IEyfV8EgHjf9J,audio_features,spotify:track:2mKQITVl1IEyfV8EgHjf9J,0.174,Andreya Triana,Lost Where I Belong - Flying Lotus Remix,2mKQITVl1IEyfV8EgHjf9J,14,0
358,0.875,https://api.spotify.com/v1/audio-analysis/0joiepdjGPk5KsIWchujPI,0.641,210333,0.213,0joiepdjGPk5KsIWchujPI,0.635,10,0.122,-10.321,1,0.0305,129.996,4,https://api.spotify.com/v1/tracks/0joiepdjGPk5KsIWchujPI,audio_features,spotify:track:0joiepdjGPk5KsIWchujPI,0.14,Eels,A Line in the Dirt,0joiepdjGPk5KsIWchujPI,19,0
359,0.382,https://api.spotify.com/v1/audio-analysis/6WPDmzavperxBP698ou4dj,0.739,177640,0.705,6WPDmzavperxBP698ou4dj,0.601,10,0.0847,-11.253,0,0.113,80.022,4,https://api.spotify.com/v1/tracks/6WPDmzavperxBP698ou4dj,audio_features,spotify:track:6WPDmzavperxBP698ou4dj,0.566,Liars,No Barrier Fun,6WPDmzavperxBP698ou4dj,8,0
360,0.291,https://api.spotify.com/v1/audio-analysis/2rxfHBai4BOraDIIRgeMZI,0.611,215240,0.902,2rxfHBai4BOraDIIRgeMZI,0.0,2,0.125,-5.213,1,0.353,98.252,4,https://api.spotify.com/v1/tracks/2rxfHBai4BOraDIIRgeMZI,audio_features,spotify:track:2rxfHBai4BOraDIIRgeMZI,0.52,Big Boi,Shutterbugg,2rxfHBai4BOraDIIRgeMZI,2,0
361,0.439,https://api.spotify.com/v1/audio-analysis/6kblAEj0T0312fv5QWsXzo,0.761,235387,0.637,6kblAEj0T0312fv5QWsXzo,0.0082,7,0.102,-8.169,1,0.0268,125.115,4,https://api.spotify.com/v1/tracks/6kblAEj0T0312fv5QWsXzo,audio_features,spotify:track:6kblAEj0T0312fv5QWsXzo,0.656,MGMT,Congratulations,6kblAEj0T0312fv5QWsXzo,56,0
362,0.0472,https://api.spotify.com/v1/audio-analysis/6Ty9r1U9uSSGg4MQ2SVeRq,0.594,316187,0.901,6Ty9r1U9uSSGg4MQ2SVeRq,0.0,11,0.802,-5.379,0,0.136,100.386,4,https://api.spotify.com/v1/tracks/6Ty9r1U9uSSGg4MQ2SVeRq,audio_features,spotify:track:6Ty9r1U9uSSGg4MQ2SVeRq,0.421,John Legend,Hard Times (feat. Black Thought),6Ty9r1U9uSSGg4MQ2SVeRq,39,0
363,0.00787,https://api.spotify.com/v1/audio-analysis/4YXiYJgL5YbztcqBP55wpk,0.283,176640,0.944,4YXiYJgL5YbztcqBP55wpk,0.184,6,0.14,-5.038,1,0.0751,125.115,1,https://api.spotify.com/v1/tracks/4YXiYJgL5YbztcqBP55wpk,audio_features,spotify:track:4YXiYJgL5YbztcqBP55wpk,0.269,Marnie Stern,Transparency Is the New Mystery,4YXiYJgL5YbztcqBP55wpk,8,0
364,0.162,https://api.spotify.com/v1/audio-analysis/4R8rN5XAQSAhzunX84Gr1k,0.547,260923,0.486,4R8rN5XAQSAhzunX84Gr1k,0.00569,5,0.147,-8.433,1,0.0661,80.565,4,https://api.spotify.com/v1/tracks/4R8rN5XAQSAhzunX84Gr1k,audio_features,spotify:track:4R8rN5XAQSAhzunX84Gr1k,0.343,Alex Ebert,Truth,4R8rN5XAQSAhzunX84Gr1k,50,0
365,0.903,https://api.spotify.com/v1/audio-analysis/5OHbgQbHzTjolHzWffSrvn,0.553,239653,0.19,5OHbgQbHzTjolHzWffSrvn,0.000227,2,0.0993,-14.961,1,0.0298,100.002,4,https://api.spotify.com/v1/tracks/5OHbgQbHzTjolHzWffSrvn,audio_features,spotify:track:5OHbgQbHzTjolHzWffSrvn,0.299,Alex Turner,Glass in the park,5OHbgQbHzTjolHzWffSrvn,53,0
366,0.122,https://api.spotify.com/v1/audio-analysis/7oVyhphOcOWHJ63Ywb2bCW,0.405,160381,0.871,7oVyhphOcOWHJ63Ywb2bCW,0.0614,6,0.171,-9.043,1,0.703,93.45,4,https://api.spotify.com/v1/tracks/7oVyhphOcOWHJ63Ywb2bCW,audio_features,spotify:track:7oVyhphOcOWHJ63Ywb2bCW,0.093,Amon Tobin,Piece Of Paper,7oVyhphOcOWHJ63Ywb2bCW,24,0
367,0.0164,https://api.spotify.com/v1/audio-analysis/1kqantjg5HlqWuv3ZdLh7d,0.509,361209,0.906,1kqantjg5HlqWuv3ZdLh7d,0.794,1,0.0978,-6.61,1,0.0366,99.998,4,https://api.spotify.com/v1/tracks/1kqantjg5HlqWuv3ZdLh7d,audio_features,spotify:track:1kqantjg5HlqWuv3ZdLh7d,0.289,Austra,Beat And The Pulse,1kqantjg5HlqWuv3ZdLh7d,37,0
368,0.0192,https://api.spotify.com/v1/audio-analysis/2Bz2Q1JNwwPj40T9AvzE7f,0.712,210360,0.887,2Bz2Q1JNwwPj40T9AvzE7f,1.11e-05,2,0.0597,-5.049,1,0.144,98.036,4,https://api.spotify.com/v1/tracks/2Bz2Q1JNwwPj40T9AvzE7f,audio_features,spotify:track:2Bz2Q1JNwwPj40T9AvzE7f,0.63,Beastie Boys,Make Some Noise,2Bz2Q1JNwwPj40T9AvzE7f,53,0
369,0.831,https://api.spotify.com/v1/audio-analysis/3tnC1ZyTZra63cuDlaQrXy,0.287,200147,0.264,3tnC1ZyTZra63cuDlaQrXy,0.00726,11,0.0968,-9.857,1,0.0267,99.283,4,https://api.spotify.com/v1/tracks/3tnC1ZyTZra63cuDlaQrXy,audio_features,spotify:track:3tnC1ZyTZra63cuDlaQrXy,0.0952,Beirut,Goshen,3tnC1ZyTZra63cuDlaQrXy,45,0
370,0.922,https://api.spotify.com/v1/audio-analysis/6UI6aabe8NSRgTVySHn6CP,0.489,316800,0.249,6UI6aabe8NSRgTVySHn6CP,0.597,9,0.112,-12.812,1,0.0323,128.171,4,https://api.spotify.com/v1/tracks/6UI6aabe8NSRgTVySHn6CP,audio_features,spotify:track:6UI6aabe8NSRgTVySHn6CP,0.0507,Bon Iver,Beth/Rest,6UI6aabe8NSRgTVySHn6CP,51,0
371,0.000988,https://api.spotify.com/v1/audio-analysis/7qGDHuDnjLdGtM787CgKYK,0.275,150373,0.575,7qGDHuDnjLdGtM787CgKYK,0.0,11,0.0791,-6.085,1,0.031,180.016,3,https://api.spotify.com/v1/tracks/7qGDHuDnjLdGtM787CgKYK,audio_features,spotify:track:7qGDHuDnjLdGtM787CgKYK,0.313,Cults,You Know What I Mean,7qGDHuDnjLdGtM787CgKYK,38,0
372,0.0131,https://api.spotify.com/v1/audio-analysis/2g0V5OkcTZUwRXKPHmh2Y8,0.621,247173,0.473,2g0V5OkcTZUwRXKPHmh2Y8,0.00111,2,0.203,-8.845,1,0.0281,112.038,4,https://api.spotify.com/v1/tracks/2g0V5OkcTZUwRXKPHmh2Y8,audio_features,spotify:track:2g0V5OkcTZUwRXKPHmh2Y8,0.415,Destroyer,Blue Eyes,2g0V5OkcTZUwRXKPHmh2Y8,27,0
373,0.965,https://api.spotify.com/v1/audio-analysis/3QwpseYtXPeqfTrx6KlVqZ,0.416,366200,0.201,3QwpseYtXPeqfTrx6KlVqZ,0.0183,7,0.0804,-14.775,1,0.0319,154.955,3,https://api.spotify.com/v1/tracks/3QwpseYtXPeqfTrx6KlVqZ,audio_features,spotify:track:3QwpseYtXPeqfTrx6KlVqZ,0.143,Elbow,lippy kids,3QwpseYtXPeqfTrx6KlVqZ,9,0
374,0.854,https://api.spotify.com/v1/audio-analysis/6kzi5LTg5uECin8pC34nxV,0.314,217120,0.308,6kzi5LTg5uECin8pC34nxV,0.0117,0,0.0993,-9.117,1,0.0283,99.214,4,https://api.spotify.com/v1/tracks/6kzi5LTg5uECin8pC34nxV,audio_features,spotify:track:6kzi5LTg5uECin8pC34nxV,0.0947,Fleet Foxes,Montezuma,6kzi5LTg5uECin8pC34nxV,5,0
375,0.769,https://api.spotify.com/v1/audio-analysis/6rxBRqvqcPksPYs709v6bv,0.629,232885,0.279,6rxBRqvqcPksPYs709v6bv,0.258,8,0.279,-16.431,0,0.149,146.004,4,https://api.spotify.com/v1/tracks/6rxBRqvqcPksPYs709v6bv,audio_features,spotify:track:6rxBRqvqcPksPYs709v6bv,0.0393,James Blake,To Care (Like You),6rxBRqvqcPksPYs709v6bv,15,0
376,0.549,https://api.spotify.com/v1/audio-analysis/3GjLiydribpGA0Qs6WmXXV,0.775,276720,0.281,3GjLiydribpGA0Qs6WmXXV,0.242,10,0.0941,-10.216,0,0.096,139.951,4,https://api.spotify.com/v1/tracks/3GjLiydribpGA0Qs6WmXXV,audio_features,spotify:track:3GjLiydribpGA0Qs6WmXXV,0.0398,James Blake,Limit To Your Love,3GjLiydribpGA0Qs6WmXXV,2,0
377,0.717,https://api.spotify.com/v1/audio-analysis/3PIriUShCkFwSzDh9rKyQd,0.602,245973,0.58,3PIriUShCkFwSzDh9rKyQd,0.0008,8,0.11,-9.653,0,0.086,150.082,5,https://api.spotify.com/v1/tracks/3PIriUShCkFwSzDh9rKyQd,audio_features,spotify:track:3PIriUShCkFwSzDh9rKyQd,0.68,Jono McCleery,Fears,3PIriUShCkFwSzDh9rKyQd,22,0
378,0.0523,https://api.spotify.com/v1/audio-analysis/4Qm13tC08v8k6a1UEr9Htb,0.254,253547,0.912,4Qm13tC08v8k6a1UEr9Htb,0.39,2,0.156,-7.079,0,0.222,105.841,4,https://api.spotify.com/v1/tracks/4Qm13tC08v8k6a1UEr9Htb,audio_features,spotify:track:4Qm13tC08v8k6a1UEr9Htb,0.26,Kasabian,Switchblade Smiles,4Qm13tC08v8k6a1UEr9Htb,38,0
379,0.922,https://api.spotify.com/v1/audio-analysis/62AImXmNdnDFLdtxJNmIVR,0.609,134200,0.27,62AImXmNdnDFLdtxJNmIVR,0.047,8,0.11,-12.13,1,0.0328,91.381,4,https://api.spotify.com/v1/tracks/62AImXmNdnDFLdtxJNmIVR,audio_features,spotify:track:62AImXmNdnDFLdtxJNmIVR,0.521,Laura Veirs,The Fox,62AImXmNdnDFLdtxJNmIVR,14,0
380,0.0141,https://api.spotify.com/v1/audio-analysis/03bKVREuP9LMnuRAJW5lRR,0.619,326368,0.909,03bKVREuP9LMnuRAJW5lRR,0.608,10,0.316,-4.426,0,0.0466,92.491,4,https://api.spotify.com/v1/tracks/03bKVREuP9LMnuRAJW5lRR,audio_features,spotify:track:03bKVREuP9LMnuRAJW5lRR,0.213,Moresounds,SNAFU,03bKVREuP9LMnuRAJW5lRR,3,0
381,0.0512,https://api.spotify.com/v1/audio-analysis/2eEKeOJeJQuQ7hePaWk2YB,0.457,259333,0.85,2eEKeOJeJQuQ7hePaWk2YB,7.85e-06,9,0.191,-4.313,0,0.0307,109.959,4,https://api.spotify.com/v1/tracks/2eEKeOJeJQuQ7hePaWk2YB,audio_features,spotify:track:2eEKeOJeJQuQ7hePaWk2YB,0.813,My Morning Jacket,Holdin On To Black Metal,2eEKeOJeJQuQ7hePaWk2YB,32,0
382,0.0431,https://api.spotify.com/v1/audio-analysis/24xdgZHTKJf3PUrzwsodxU,0.322,193832,0.931,24xdgZHTKJf3PUrzwsodxU,0.0,2,0.514,-6.073,1,0.573,186.243,4,https://api.spotify.com/v1/tracks/24xdgZHTKJf3PUrzwsodxU,audio_features,spotify:track:24xdgZHTKJf3PUrzwsodxU,0.586,Oh No,Sound Off (feat. Termanology & Ea$y Money),24xdgZHTKJf3PUrzwsodxU,6,0
383,0.00231,https://api.spotify.com/v1/audio-analysis/6FgI1H812qqHXwcUKW73Pk,0.59,214693,0.594,6FgI1H812qqHXwcUKW73Pk,6.5e-05,5,0.11,-8.633,1,0.0302,80.371,4,https://api.spotify.com/v1/tracks/6FgI1H812qqHXwcUKW73Pk,audio_features,spotify:track:6FgI1H812qqHXwcUKW73Pk,0.441,PJ Harvey,The Glorious Land,6FgI1H812qqHXwcUKW73Pk,1,0
384,0.00065,https://api.spotify.com/v1/audio-analysis/0V2SavjRuimH4TIbrKyyN0,0.472,385920,0.83,0V2SavjRuimH4TIbrKyyN0,0.000589,9,0.212,-3.938,0,0.0593,122.316,4,https://api.spotify.com/v1/tracks/0V2SavjRuimH4TIbrKyyN0,audio_features,spotify:track:0V2SavjRuimH4TIbrKyyN0,0.136,The Rapture,How Deep Is Your Love?,0V2SavjRuimH4TIbrKyyN0,48,0
385,0.427,https://api.spotify.com/v1/audio-analysis/4tCwsdqqG4jASHhbsMHCx0,0.619,267154,0.886,4tCwsdqqG4jASHhbsMHCx0,0.411,4,0.212,-8.423,0,0.0376,115.625,4,https://api.spotify.com/v1/tracks/4tCwsdqqG4jASHhbsMHCx0,audio_features,spotify:track:4tCwsdqqG4jASHhbsMHCx0,0.604,Radiohead,Little By Little,4tCwsdqqG4jASHhbsMHCx0,45,0
386,0.00928,https://api.spotify.com/v1/audio-analysis/1K9YlxsaqEDqTaGHOdPVRJ,0.419,168493,0.856,1K9YlxsaqEDqTaGHOdPVRJ,0.0964,2,0.124,-5.443,1,0.0298,152.009,4,https://api.spotify.com/v1/tracks/1K9YlxsaqEDqTaGHOdPVRJ,audio_features,spotify:track:1K9YlxsaqEDqTaGHOdPVRJ,0.721,Real Estate,It's Real,1K9YlxsaqEDqTaGHOdPVRJ,46,0
387,0.261,https://api.spotify.com/v1/audio-analysis/73RQcKzmya7sfbL4ETJqXU,0.608,238360,0.559,73RQcKzmya7sfbL4ETJqXU,0.571,6,0.0764,-8.75,0,0.0277,123.061,4,https://api.spotify.com/v1/tracks/73RQcKzmya7sfbL4ETJqXU,audio_features,spotify:track:73RQcKzmya7sfbL4ETJqXU,0.247,Snowman,Snakes & Ladders,73RQcKzmya7sfbL4ETJqXU,3,0
388,0.142,https://api.spotify.com/v1/audio-analysis/2DlmFEcPHvyXAxdVGVxyG0,0.665,246825,0.422,2DlmFEcPHvyXAxdVGVxyG0,0.126,2,0.12,-11.482,1,0.0358,110.04,4,https://api.spotify.com/v1/tracks/2DlmFEcPHvyXAxdVGVxyG0,audio_features,spotify:track:2DlmFEcPHvyXAxdVGVxyG0,0.13,Son Lux,Claws,2DlmFEcPHvyXAxdVGVxyG0,24,0
389,0.00559,https://api.spotify.com/v1/audio-analysis/1H8piagUzXvM9ZsmlJ63dp,0.526,144920,0.754,1H8piagUzXvM9ZsmlJ63dp,3.13e-05,0,0.0991,-5.993,1,0.0322,125.542,4,https://api.spotify.com/v1/tracks/1H8piagUzXvM9ZsmlJ63dp,audio_features,spotify:track:1H8piagUzXvM9ZsmlJ63dp,0.665,Stephen Malkmus & The Jicks,Tigers,1H8piagUzXvM9ZsmlJ63dp,22,0
